# BUSCO version is: 5.2.2 
# The lineage dataset is:  (Creation date: 2024-01-08, number of genomes: 80, number of BUSCOs: 1152)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
28394at135614	Complete	cluster_001_consensus	698841	699173	-	116.7	81	https://v10-1.orthodb.org/?query=28394at135614	Nitrogen regulatory PII-like, alpha/beta
28411at135614	Complete	cluster_001_consensus	2282765	2283094	-	143.7	82	https://v10-1.orthodb.org/?query=28411at135614	A0A0G9F1V5_9XANT
28436at135614	Complete	cluster_001_consensus	3876957	3877295	+	110.1	61	https://v10-1.orthodb.org/?query=28436at135614	TIGR02449 family protein
28443at135614	Complete	cluster_001_consensus	4682969	4683361	-	107.8	87	https://v10-1.orthodb.org/?query=28443at135614	YcgL domain
28445at135614	Complete	cluster_001_consensus	657516	657725	+	98.5	42	https://v10-1.orthodb.org/?query=28445at135614	BFD-like 
28514at135614	Complete	cluster_001_consensus	1954944	1955141	+	115.9	53	https://v10-1.orthodb.org/?query=28514at135614	Ribosomal protein L35
28519at135614	Complete	cluster_001_consensus	1639738	1639944	+	120.3	53	https://v10-1.orthodb.org/?query=28519at135614	Cold-shock protein
28520at135614	Complete	cluster_001_consensus	3881714	3881953	-	119.5	49	https://v10-1.orthodb.org/?query=28520at135614	Rubredoxin
28529at135614	Complete	cluster_001_consensus	3158107	3158370	+	128.8	62	https://v10-1.orthodb.org/?query=28529at135614	Exonuclease VII, small subunit
28620at135614	Complete	cluster_001_consensus	1473090	1473347	-	132.0	72	https://v10-1.orthodb.org/?query=28620at135614	Cell division topological specificity factor
28646at135614	Complete	cluster_001_consensus	1312363	1312557	+	122.8	51	https://v10-1.orthodb.org/?query=28646at135614	Zinc-binding ribosomal protein
28649at135614	Complete	cluster_001_consensus	2999798	3000028	-	161.7	71	https://v10-1.orthodb.org/?query=28649at135614	Ribosomal protein S18
28661at135614	Complete	cluster_001_consensus	3113902	3114177	-	73.2	54	https://v10-1.orthodb.org/?query=28661at135614	RnfH protein
28787at135614	Complete	cluster_001_consensus	1497113	1497382	-	121.9	69	https://v10-1.orthodb.org/?query=28787at135614	Ribosomal protein S20
28865at135614	Complete	cluster_001_consensus	4109553	4109954	+	61.7	54	https://v10-1.orthodb.org/?query=28865at135614	Domain of unknown function DUF4124
28908at135614	Complete	cluster_001_consensus	4498011	4498892	+	189.0	174	https://v10-1.orthodb.org/?query=28908at135614	Sporulation-like domain
28910at135614	Complete	cluster_001_consensus	4206973	4207275	-	150.3	77	https://v10-1.orthodb.org/?query=28910at135614	ATP synthase subunit c
28937at135614	Complete	cluster_001_consensus	2474912	2475550	-	201.0	166	https://v10-1.orthodb.org/?query=28937at135614	Tetratricopeptide repeat-like domain
28943at135614	Complete	cluster_001_consensus	4709670	4709951	+	123.0	85	https://v10-1.orthodb.org/?query=28943at135614	Protein of unknown function DUF2782
28975at135614	Complete	cluster_001_consensus	3877292	3877591	+	132.8	83	https://v10-1.orthodb.org/?query=28975at135614	Cell division protein ZapA
29000at135614	Complete	cluster_001_consensus	2265008	2265277	+	144.1	68	https://v10-1.orthodb.org/?query=29000at135614	BolA protein
29007at135614	Complete	cluster_001_consensus	1009266	1009529	+	148.9	77	https://v10-1.orthodb.org/?query=29007at135614	Cell division protein FtsL
29043at135614	Complete	cluster_001_consensus	3421184	3421417	-	116.9	60	https://v10-1.orthodb.org/?query=29043at135614	Glutaredoxin
29161at135614	Complete	cluster_001_consensus	1316499	1316738	+	138.0	65	https://v10-1.orthodb.org/?query=29161at135614	Acyl carrier protein
29227at135614	Complete	cluster_001_consensus	2861097	2861309	-	132.4	51	https://v10-1.orthodb.org/?query=29227at135614	carbon storage regulator
29265at135614	Complete	cluster_001_consensus	2387080	2387328	+	106.0	57	https://v10-1.orthodb.org/?query=29265at135614	Flavinator of succinate dehydrogenase
29350at135614	Complete	cluster_001_consensus	2151046	2151390	-	118.8	87	https://v10-1.orthodb.org/?query=29350at135614	Protein of unknown function DUF3301
29436at135614	Complete	cluster_001_consensus	4449242	4449457	+	142.4	59	https://v10-1.orthodb.org/?query=29436at135614	Ribosomal protein S21
29534at135614	Complete	cluster_001_consensus	1206274	1206459	+	121.4	57	https://v10-1.orthodb.org/?query=29534at135614	Ribosomal protein L29/L35
29723at135614	Complete	cluster_001_consensus	1184139	1184549	+	148.7	102	https://v10-1.orthodb.org/?query=29723at135614	Protein translocase subunit SecE
29844at135614	Complete	cluster_001_consensus	1210625	1210816	+	128.3	54	https://v10-1.orthodb.org/?query=29844at135614	Ribosomal protein L30, ferredoxin-like fold domain
30003at135614	Complete	cluster_001_consensus	2283335	2283460	-	90.0	33	https://v10-1.orthodb.org/?query=30003at135614	Ribosomal protein L36
30154at135614	Complete	cluster_001_consensus	4153871	4154089	-	125.2	65	https://v10-1.orthodb.org/?query=30154at135614	Protein of unknown function DUF465
