Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
cluster_001_consensus	cds	3208308	3209030	-	FAFAHP_13840	rsuA	Pseudouridylate synthase RsuA, specific for 16S rRNA U516 and 23S rRNA U2605	COG:COG1187, COG:J, RefSeq:WP_039512216.1, SO:0001217, UniParc:UPI0003E07555, UniRef:UniRef100_W4SM20, UniRef:UniRef50_A0A1Y6HKE4, UniRef:UniRef90_A0A1Y6HKE4
cluster_001_consensus	cds	3209079	3211484	-	FAFAHP_13845		GGDEF domain-containing protein	RefSeq:WP_039512217.1, SO:0001217, UniParc:UPI0004613FDE, UniRef:UniRef100_A0A5P3KQ30, UniRef:UniRef50_A0A8D6YC75, UniRef:UniRef90_A0A8E2RKI8
cluster_001_consensus	cds	3211756	3213681	-	FAFAHP_13850	srmB	Superfamily II DNA and RNA helicase	COG:COG0513, COG:L, RefSeq:WP_039512218.1, SO:0001217, UniParc:UPI000461A5B3, UniRef:UniRef100_A0A5P3KSB0, UniRef:UniRef50_G7URE8, UniRef:UniRef90_Q8P7G9
cluster_001_consensus	cds	3213854	3214354	+	FAFAHP_13855	sigW	ECF RNA polymerase sigma factor SigW	KEGG:K03088, RefSeq:WP_039512219.1, SO:0001217, UniParc:UPI0003E078EB, UniRef:UniRef100_A0A5P3KQU5, UniRef:UniRef50_A0A0Q8FC21, UniRef:UniRef90_A0A8D6Y5U4
cluster_001_consensus	cds	3214383	3215030	+	FAFAHP_13860		DUF4328 domain-containing protein	RefSeq:WP_039512220.1, SO:0001217, UniParc:UPI0003E060EE, UniRef:UniRef100_W4SNN2, UniRef:UniRef50_V7ZAC2, UniRef:UniRef90_A0A0E3YMI6
cluster_001_consensus	cds	3215191	3215433	+	FAFAHP_13865	ybcJ	Ribosome-associated protein YbcJ, S4-like RNA-binding protein	COG:COG2501, COG:J, RefSeq:WP_039512221.1, SO:0001217, UniParc:UPI0003E07B3F, UniRef:UniRef100_W4SLX1, UniRef:UniRef50_G7URE9, UniRef:UniRef90_W4SLX1
cluster_001_consensus	cds	3215430	3215750	+	FAFAHP_13870		Immunity protein 51	RefSeq:WP_039512222.1, SO:0001217, UniParc:UPI0003E07FB2, UniRef:UniRef100_W4SM29, UniRef:UniRef50_A0A2N3RMK9, UniRef:UniRef90_A0A0E3YMG9
cluster_001_consensus	cds	3215962	3217140	-	FAFAHP_13875	ubiM	5-demethoxyubiquinol-8 5-hydroxylase UbiM	RefSeq:WP_039512231.1, SO:0001217, UniParc:UPI0003E07FA2, UniRef:UniRef100_W4SMJ4, UniRef:UniRef50_Q8P7G4, UniRef:UniRef90_V7ZBK6
cluster_001_consensus	ncRNA	3217172	3217247	-	FAFAHP_13880	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
cluster_001_consensus	cds	3217450	3217851	-	FAFAHP_13885		putative conserved protein, MAPEG superfamily	COG:COG3686, COG:S, RefSeq:WP_016904570.1, SO:0001217, UniParc:UPI00030F8547, UniRef:UniRef100_A0A2N7V3B1, UniRef:UniRef50_B4SPP0, UniRef:UniRef90_A0A0G8TWV2
cluster_001_consensus	cds	3217877	3218386	-	FAFAHP_13890		DUF4019 domain-containing protein	RefSeq:WP_043087206.1, SO:0001217, UniParc:UPI0003E07EDA, UniRef:UniRef100_W4SNN6, UniRef:UniRef50_A0A023Y582, UniRef:UniRef90_A0A7X0PUH7
cluster_001_consensus	cds	3218538	3218795	-	FAFAHP_13895		ABC transporter ATP-binding protein	RefSeq:WP_039512223.1, SO:0001217, UniParc:UPI0003E06CF9, UniRef:UniRef100_W4SLX4, UniRef:UniRef50_A0A0U5FFX2, UniRef:UniRef90_A0A2N7V3E8
cluster_001_consensus	cds	3218860	3220032	-	FAFAHP_13900		Secreted protein	RefSeq:WP_043087203.1, SO:0001217, UniParc:UPI0004617A82, UniRef:UniRef100_UPI0004617A82, UniRef:UniRef50_Q8PIS4, UniRef:UniRef90_A0A0E3YNT2
cluster_001_consensus	cds	3220181	3221644	+	FAFAHP_13905	adaA	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains	COG:COG2169, COG:L, EC:3.2.2.21, KEGG:K13529, RefSeq:WP_039512224.1, SO:0001217, UniParc:UPI0003E06D2D, UniRef:UniRef100_A0A5P3KQ21, UniRef:UniRef50_A0A6V7EU43, UniRef:UniRef90_A0A6V7EU43
cluster_001_consensus	cds	3221641	3222183	+	FAFAHP_13910		Methylated-DNA--protein-cysteine methyltransferase	RefSeq:WP_039512225.1, SO:0001217, UniParc:UPI0003E06656, UniRef:UniRef100_A0A5P3KSA4, UniRef:UniRef50_A0A7W9A8C8, UniRef:UniRef90_A0A7W9A8C8
cluster_001_consensus	cds	3222220	3223515	+	FAFAHP_13915		Alkaline phosphatase family protein	RefSeq:WP_039512226.1, SO:0001217, UniParc:UPI00046175F2, UniRef:UniRef100_A0A5P3KQT1, UniRef:UniRef50_B8L390, UniRef:UniRef90_A0A5P3KQT1
cluster_001_consensus	cds	3223559	3224902	+	FAFAHP_13920	clcA	H+/Cl- antiporter ClcA	COG:COG0038, COG:P, RefSeq:WP_039512227.1, SO:0001217, UniParc:UPI0004613AEB, UniRef:UniRef100_A0A5P3KTA9, UniRef:UniRef50_A0A2H1QLR2, UniRef:UniRef90_A0A2H1QLR2
cluster_001_consensus	cds	3225159	3225341	-	FAFAHP_13925		30S ribosomal protein THX	RefSeq:WP_016904806.1, SO:0001217, UniParc:UPI0002F96C53, UniRef:UniRef100_A0A0E3YMH3, UniRef:UniRef50_A0A0A2WLH8, UniRef:UniRef90_A0A0R0C8U1
cluster_001_consensus	cds	3225477	3225893	-	FAFAHP_13930	merC	MerC domain-containing protein	RefSeq:WP_024939915.1, SO:0001217, UniParc:UPI0003A1BF7C, UniRef:UniRef100_A0A2S6YTX3, UniRef:UniRef50_V7ZBL5, UniRef:UniRef90_V7ZBL5
cluster_001_consensus	cds	3226057	3228123	+	FAFAHP_13935	btuB	Outer membrane cobalamin receptor protein BtuB	COG:COG4206, COG:H, RefSeq:WP_043087199.1, SO:0001217, UniParc:UPI0003E06CCB, UniRef:UniRef100_A0A5P3KQ65, UniRef:UniRef50_A0A1M4VZZ8, UniRef:UniRef90_A0A1Y6H9P3
cluster_001_consensus	cds	3228539	3228967	+	FAFAHP_13940		HTH marR-type domain-containing protein	RefSeq:WP_039512229.1, SO:0001217, UniParc:UPI0003E0654D, UniRef:UniRef100_W4SCX4, UniRef:UniRef50_A0A0Q8EXJ5, UniRef:UniRef90_W4SCX4
cluster_001_consensus	cds	3228964	3230187	+	FAFAHP_13945		MFS domain-containing protein	RefSeq:WP_039512230.1, SO:0001217, UniParc:UPI0003E0695E, UniRef:UniRef100_W4SCK9, UniRef:UniRef50_V9H5Y5, UniRef:UniRef90_W4SCK9
cluster_001_consensus	cds	3230537	3230755	-	FAFAHP_13950	araC	AraC family transcriptional regulator	SO:0001217, UniParc:UPI0003E07F71, UniRef:UniRef100_W4SCB2, UniRef:UniRef50_W4SCB2, UniRef:UniRef90_W4SCB2
cluster_001_consensus	cds	3231023	3231331	+	FAFAHP_13955		hypothetical protein	SO:0001217, UniParc:UPI000A667242, UniRef:UniRef100_A0A5P3KPZ5, UniRef:UniRef50_A0A5P3KPZ5, UniRef:UniRef90_A0A5P3KPZ5
cluster_001_consensus	cds	3231811	3234186	+	FAFAHP_13960	btuB	Outer membrane cobalamin receptor protein BtuB	COG:COG4206, COG:H, RefSeq:WP_224096732.1, SO:0001217, UniParc:UPI001CC48939, UniRef:UniRef100_UPI001CC48939, UniRef:UniRef50_W4SEA7, UniRef:UniRef90_W4SEA7
cluster_001_consensus	cds	3234196	3234819	-	FAFAHP_13965		hypothetical protein	
cluster_001_consensus	cds	3235072	3236604	+	FAFAHP_13970		Peptidase-S8 domain-containing protein	SO:0001217, UniRef:UniRef50_W4SDG1, UniRef:UniRef90_W4SDG1
cluster_001_consensus	cds	3236605	3236868	+	FAFAHP_13975		P/Homo B domain-containing protein	SO:0001217, UniParc:UPI0003E06D8D, UniRef:UniRef100_W4SCX1, UniRef:UniRef50_W4SCX1, UniRef:UniRef90_W4SCX1
cluster_001_consensus	cds	3236870	3237496	+	FAFAHP_13980		Lipoprotein	RefSeq:WP_039514131.1, SO:0001217, UniParc:UPI0004616B59, UniRef:UniRef100_A0A5P3KS95, UniRef:UniRef50_A0A2S6Z5F4, UniRef:UniRef90_A0A5P3KS95
cluster_001_consensus	cds	3237639	3238217	+	FAFAHP_13985		Peptidase-S8 domain-containing protein	SO:0001217, UniParc:UPI0003E06CFB, UniRef:UniRef100_W4SCA5, UniRef:UniRef50_W4SCA5, UniRef:UniRef90_W4SCA5
cluster_001_consensus	cds	3238691	3239308	+	FAFAHP_13990		P/Homo B domain-containing protein	SO:0001217, UniRef:UniRef50_W4SDF5, UniRef:UniRef90_W4SDF5
cluster_001_consensus	cds	3239310	3240023	+	FAFAHP_13995		Peptidase-S8 domain-containing protein	SO:0001217, UniParc:UPI0003E073F3, UniRef:UniRef100_W4SCW5, UniRef:UniRef50_A0A6V7DUF9, UniRef:UniRef90_W4SCW5
cluster_001_consensus	cds	3239980	3241122	+	FAFAHP_14000		P/Homo B domain-containing protein	SO:0001217, UniRef:UniRef50_W4SCK1, UniRef:UniRef90_W4SCK1
cluster_001_consensus	cds	3241124	3241717	+	FAFAHP_14005		NAGPA domain-containing protein	RefSeq:WP_039514134.1, SO:0001217, UniParc:UPI0003E0657F, UniRef:UniRef100_W4SCA0, UniRef:UniRef50_A0A0U5FFY8, UniRef:UniRef90_V7ZBM4
cluster_001_consensus	cds	3241787	3242818	-	FAFAHP_14010	yajO	1-deoxyxylulose-5-phosphate synthase YajO	RefSeq:WP_039514137.1, SO:0001217, UniParc:UPI0003E065D0, UniRef:UniRef100_W4SE98, UniRef:UniRef50_A0A653FEH0, UniRef:UniRef90_A0A6V7EUJ8
cluster_001_consensus	cds	3242972	3244183	-	FAFAHP_14015	ydhP	Inner membrane transport protein YdhP	RefSeq:WP_126750605.1, SO:0001217, UniParc:UPI0003E08224, UniRef:UniRef100_A0A5P3KQX8, UniRef:UniRef50_A0A1Q9RXI2, UniRef:UniRef90_A0A8D6V0S9
cluster_001_consensus	cds	3244284	3245198	+	FAFAHP_14020	lysR	Bacterial regulatory helix-turn-helix, LysR family protein	RefSeq:WP_043106221.1, SO:0001217, UniParc:UPI0003E07E36, UniRef:UniRef100_A0A5P3KPU8, UniRef:UniRef50_A0A0U5FJB3, UniRef:UniRef90_A0A0U5FJB3
cluster_001_consensus	cds	3246003	3246206	-	FAFAHP_14025		Transcriptional regulator	RefSeq:WP_039512233.1, SO:0001217, UniParc:UPI00039B7530, UniRef:UniRef100_W4SCW1, UniRef:UniRef50_A0A0H2X5R3, UniRef:UniRef90_A0A2S7C4E2
cluster_001_consensus	cds	3246440	3247348	+	FAFAHP_14030	rhaS	HTH-type transcriptional activator RhaS	RefSeq:WP_043088272.1, SO:0001217, UniParc:UPI0003E0836D, UniRef:UniRef100_A0A2S6YKH9, UniRef:UniRef50_Q8P7D5, UniRef:UniRef90_A0A8D6UYJ5
cluster_001_consensus	cds	3247462	3247935	-	FAFAHP_14035		Cupin-2 domain-containing protein	RefSeq:WP_039512234.1, SO:0001217, UniParc:UPI0003E084B9, UniRef:UniRef100_W4SC95, UniRef:UniRef50_F0C4V7, UniRef:UniRef90_F0C4V7
cluster_001_consensus	cds	3248092	3249138	+	FAFAHP_14040	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_Q89LE5, UniRef:UniRef90_W4S195
cluster_001_consensus	cds	3249539	3250222	-	FAFAHP_14045		HTH tetR-type domain-containing protein	RefSeq:WP_039512235.1, SO:0001217, UniParc:UPI0003E06506, UniRef:UniRef100_W4SEM6, UniRef:UniRef50_Q8P7D1, UniRef:UniRef90_W4SEM6
cluster_001_consensus	cds	3250215	3251711	-	FAFAHP_14050	adeC	Multidrug transporter	RefSeq:WP_039512236.1, SO:0001217, UniParc:UPI0003E062FD, UniRef:UniRef100_W4SEV1, UniRef:UniRef50_Q51487, UniRef:UniRef90_W4SEV1
cluster_001_consensus	cds	3251713	3254856	-	FAFAHP_14055	adeB	Efflux pump membrane transporter	RefSeq:WP_039512237.1, SO:0001217, UniParc:UPI0003E064ED, UniRef:UniRef100_W4SF85, UniRef:UniRef50_Q4FRD4, UniRef:UniRef90_A0A6V7EUV2
cluster_001_consensus	cds	3254873	3255988	-	FAFAHP_14060		Efflux RND transporter periplasmic adaptor subunit	SO:0001217, UniParc:UPI0003E07753, UniRef:UniRef100_W4SFU9, UniRef:UniRef50_A0A6V7EVK4, UniRef:UniRef90_A0A6V7EVK4
cluster_001_consensus	cds	3256230	3256850	+	FAFAHP_14065		HTH tetR-type domain-containing protein	RefSeq:WP_039512246.1, SO:0001217, UniParc:UPI0003E08255, UniRef:UniRef100_W4SGH3, UniRef:UniRef50_W4SGH3, UniRef:UniRef90_W4SGH3
cluster_001_consensus	cds	3257211	3257705	-	FAFAHP_14070	fur	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	COG:COG0735, COG:P, RefSeq:WP_039512239.1, SO:0001217, UniParc:UPI0003E065A8, UniRef:UniRef100_W4SEN1, UniRef:UniRef50_A0A161HJR5, UniRef:UniRef90_H8FIU9
cluster_001_consensus	cds	3257721	3259124	-	FAFAHP_14075	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0004818, GO:0005524, GO:0005737, GO:0006424, GO:0008270, RefSeq:WP_039512240.1, SO:0001217, UniParc:UPI0003E08028, UniRef:UniRef100_W4SEV4, UniRef:UniRef50_B5RCP1, UniRef:UniRef90_Q8PIP8
cluster_001_consensus	cds	3259192	3260283	-	FAFAHP_14080		DUF3616 domain-containing protein	RefSeq:WP_039512241.1, SO:0001217, UniParc:UPI0003E075ED, UniRef:UniRef100_W4SF90, UniRef:UniRef50_Q5P8G3, UniRef:UniRef90_A0A1Y6GY92
cluster_001_consensus	cds	3260456	3261340	-	FAFAHP_14085		CN hydrolase domain-containing protein	RefSeq:WP_043087385.1, SO:0001217, UniParc:UPI0003E08682, UniRef:UniRef100_W4SFV4, UniRef:UniRef50_A0A485F158, UniRef:UniRef90_W4SFV4
cluster_001_consensus	cds	3261387	3262094	-	FAFAHP_14090		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q8P7C2, UniRef:UniRef90_W4SGH6
cluster_001_consensus	cds	3262034	3262345	-	FAFAHP_14095		Lipoprotein	SO:0001217, UniParc:UPI0009BED294, UniRef:UniRef100_A0A5P3KT90, UniRef:UniRef50_W4SEN6, UniRef:UniRef90_W4SEN6
cluster_001_consensus	cds	3262361	3262456	-	FAFAHP_14100		hypothetical protein	
cluster_001_consensus	cds	3262464	3263783	-	FAFAHP_14105	creD	cell envelope integrity protein CreD	RefSeq:WP_039512243.1, SO:0001217, UniParc:UPI0003E06FD3, UniRef:UniRef100_W4SEV8, UniRef:UniRef50_A0A0R0AW58, UniRef:UniRef90_A0A0Q5J2Z5
cluster_001_consensus	cds	3264208	3265020	+	FAFAHP_14110		Peptidase C1	RefSeq:WP_224096841.1, SO:0001217, UniParc:UPI001CC44BE0, UniRef:UniRef100_UPI001CC44BE0, UniRef:UniRef50_A0A7W7KU25, UniRef:UniRef90_A0A0E3UGS8
cluster_001_consensus	ncRNA	3265218	3265293	+	FAFAHP_14115	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
cluster_001_consensus	cds	3265298	3266746	-	FAFAHP_14120	creC	two-component system sensor histidine kinase CreC	RefSeq:WP_039512244.1, SO:0001217, UniParc:UPI0003E07096, UniRef:UniRef100_W4SGI1, UniRef:UniRef50_A0A8T9TEC3, UniRef:UniRef90_A0A2N7V388
cluster_001_consensus	cds	3266795	3267487	-	FAFAHP_14125	creB	two-component system response regulator CreB	COG:COG0745, COG:TK, RefSeq:WP_039512245.1, SO:0001217, UniParc:UPI0003E074D5, UniRef:UniRef100_W4SEP0, UniRef:UniRef50_A0A023Y5A1, UniRef:UniRef90_W4SEP0
cluster_001_consensus	cds	3267532	3268440	+	FAFAHP_14130		Ribosomal RNA large subunit methyltransferase J	EC:2.1.1.266, KEGG:K07115, RefSeq:WP_016902309.1, SO:0001217, UniParc:UPI0002F96C70, UniRef:UniRef100_A0A7W9A8M9, UniRef:UniRef50_A0A2H1SM95, UniRef:UniRef90_A0A1Y6HAT8
cluster_001_consensus	cds	3268633	3269175	+	FAFAHP_14135	rimL	Protein N-acetyltransferase, RimJ/RimL family	COG:COG1670, COG:JO, RefSeq:WP_024939889.1, SO:0001217, UniParc:UPI0003E06F19, UniRef:UniRef100_A0A2S6YKJ9, UniRef:UniRef50_Q9PHA0, UniRef:UniRef90_A0A1C3NL46
cluster_001_consensus	cds	3269870	3273340	+	FAFAHP_14140	mfd	transcription-repair coupling factor	COG:COG1197, COG:LK, RefSeq:WP_039512007.1, SO:0001217, UniParc:UPI0003E062B1, UniRef:UniRef100_W4SHD9, UniRef:UniRef50_Q8P7B3, UniRef:UniRef90_Q8P7B3
cluster_001_consensus	cds	3273843	3274172	+	FAFAHP_14145	spoIIAA	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	COG:COG1366, COG:T, RefSeq:WP_016905011.1, SO:0001217, UniParc:UPI0002D446EE, UniRef:UniRef100_A0A0E3UE74, UniRef:UniRef50_A0A1C3NL77, UniRef:UniRef90_A0A1C3NL77
cluster_001_consensus	cds	3274189	3276198	+	FAFAHP_14150		histidine kinase	RefSeq:WP_043087448.1, SO:0001217, UniParc:UPI0003E0869E, UniRef:UniRef100_W4SJ06, UniRef:UniRef50_A0A5M9IZZ5, UniRef:UniRef90_Q3BR62
cluster_001_consensus	cds	3276267	3278423	+	FAFAHP_14155	tar	Methyl-accepting chemotaxis protein (MCP)	COG:COG0840, COG:T, RefSeq:WP_224096842.1, SO:0001217, UniParc:UPI001CC7779B, UniRef:UniRef100_UPI001CC7779B, UniRef:UniRef50_A0A8J3C481, UniRef:UniRef90_W4SII0
cluster_001_consensus	cds	3278434	3278967	+	FAFAHP_14160		CheW-like domain-containing protein	KEGG:K03408, RefSeq:WP_051633996.1, SO:0001217, UniParc:UPI0003E071FD, UniRef:UniRef100_W4SHV0, UniRef:UniRef50_A0A8E2UL68, UniRef:UniRef90_A0A8E2UL68
cluster_001_consensus	cds	3278996	3280279	+	FAFAHP_14165	eAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	COG:COG2200, COG:T, RefSeq:WP_039512004.1, SO:0001217, UniParc:UPI0003E0845A, UniRef:UniRef100_W4SHD5, UniRef:UniRef50_W4SHD5, UniRef:UniRef90_W4SHD5
cluster_001_consensus	cds	3280281	3281087	+	FAFAHP_14170	cheR	Methylase of chemotaxis methyl-accepting proteins	COG:COG1352, COG:T, RefSeq:WP_043087449.1, SO:0001217, UniParc:UPI000461C5B4, UniRef:UniRef100_A0A5P3KPX8, UniRef:UniRef50_A0A246Q4K6, UniRef:UniRef90_A0A6V7EVY6
cluster_001_consensus	cds	3281102	3282211	+	FAFAHP_14175	cheB2	Protein-glutamate methylesterase/protein-glutamine glutaminase 2	COG:COG2201, COG:T, EC:3.1.1.61, EC:3.5.1.44, GO:0000156, GO:0005737, GO:0006482, GO:0006935, GO:0008984, GO:0018277, GO:0050568, SO:0001217, UniParc:UPI0003E06C3B, UniRef:UniRef100_W4SIH5, UniRef:UniRef50_Q3BR57, UniRef:UniRef90_Q3BR57
cluster_001_consensus	cds	3282237	3283799	-	FAFAHP_14180		Cardiolipin synthase	RefSeq:WP_039512001.1, SO:0001217, UniParc:UPI0003E08561, UniRef:UniRef100_W4SHU5, UniRef:UniRef50_A0A7W9JPF4, UniRef:UniRef90_V7ZA90
cluster_001_consensus	cds	3283967	3286066	-	FAFAHP_14185	pepO	putative metalloendopeptidase	COG:COG3590, COG:O, RefSeq:WP_039511999.1, SO:0001217, UniParc:UPI0003E05F50, UniRef:UniRef100_W4SHD0, UniRef:UniRef50_A0A091BB20, UniRef:UniRef90_A0A7W7KTG4
cluster_001_consensus	cds	3286316	3286633	-	FAFAHP_14190		Transmembrane protein	RefSeq:WP_024939360.1, SO:0001217, UniParc:UPI0002F8E7DF, UniRef:UniRef100_A0A2N7V4J2, UniRef:UniRef50_A0A0H2X5V1, UniRef:UniRef90_A0A2N7V4J2
cluster_001_consensus	cds	3286799	3287548	-	FAFAHP_14195	gpmA	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	COG:COG0588, COG:G, EC:5.4.2.11, GO:0006094, GO:0006096, GO:0046538, RefSeq:WP_039511997.1, SO:0001217, UniParc:UPI0003A0B9EB, UniRef:UniRef100_W4SIZ6, UniRef:UniRef50_Q8PIM1, UniRef:UniRef90_Q8PIM1
cluster_001_consensus	cds	3287652	3288365	+	FAFAHP_14200	nfi	deoxyribonuclease V	RefSeq:WP_039512008.1, SO:0001217, UniParc:UPI0003E07C22, UniRef:UniRef100_W4SIH1, UniRef:UniRef50_A5UWX7, UniRef:UniRef90_F0BEZ9
cluster_001_consensus	ncRNA	3288746	3288821	+	FAFAHP_14205	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
cluster_001_consensus	cds	3288826	3289206	-	FAFAHP_14210		Secreted protein	RefSeq:WP_126750602.1, SO:0001217, UniParc:UPI0003E06C7B, UniRef:UniRef100_A0A5P3KQ29, UniRef:UniRef50_A0A1L5QQF5, UniRef:UniRef90_A0A5P3KQ29
cluster_001_consensus	cds	3289386	3290276	+	FAFAHP_14215	yhaK	Redox-sensitive bicupin YhaK, pirin superfamily	COG:COG1741, COG:R, RefSeq:WP_039511991.1, SO:0001217, UniParc:UPI0003E0767E, UniRef:UniRef100_W4SHU0, UniRef:UniRef50_A0A2S6Z681, UniRef:UniRef90_A0A2S6Z681
cluster_001_consensus	cds	3290531	3290992	+	FAFAHP_14220		DUF2147 domain-containing protein	RefSeq:WP_039511988.1, SO:0001217, UniParc:UPI00039EBB56, UniRef:UniRef100_W4SHC7, UniRef:UniRef50_Q8PIL7, UniRef:UniRef90_Q8PIL7
cluster_001_consensus	cds	3291084	3291515	-	FAFAHP_14225		Osmotically inducible protein C	RefSeq:WP_224096843.1, SO:0001217, UniParc:UPI001CC7F455, UniRef:UniRef100_UPI001CC7F455, UniRef:UniRef50_A0A0G8K2K9, UniRef:UniRef90_A0A0E3YML5
cluster_001_consensus	cds	3291550	3292407	-	FAFAHP_14230	yhaK	Redox-sensitive bicupin YhaK, pirin superfamily	COG:COG1741, COG:R, RefSeq:WP_039511986.1, SO:0001217, UniParc:UPI0003E0774A, UniRef:UniRef100_W4SIZ2, UniRef:UniRef50_P58112, UniRef:UniRef90_A0A0G8XUD7
cluster_001_consensus	cds	3292637	3294709	+	FAFAHP_14235	cstA	Carbon starvation protein CstA (peptide/pyruvate transporter)	COG:CE, COG:COG1966, KEGG:K23676, RefSeq:WP_039511984.1, SO:0001217, UniParc:UPI0003E062D4, UniRef:UniRef100_W4SIG6, UniRef:UniRef50_P39396, UniRef:UniRef90_W4SIG6
cluster_001_consensus	cds	3294709	3294933	+	FAFAHP_14240	ybdD	DUF466 domain-containing protein	COG:COG2879, COG:S, RefSeq:WP_016904074.1, SO:0001217, UniParc:UPI000317229B, UniRef:UniRef100_W4SHT2, UniRef:UniRef50_A0A656JKU5, UniRef:UniRef90_Q8PIL3
cluster_001_consensus	cds	3295811	3296593	-	FAFAHP_14245	ycjU	Beta-phosphoglucomutase, HAD superfamily	COG:COG0637, COG:G, SO:0001217, UniRef:UniRef50_A0A077JL69, UniRef:UniRef90_V7ZAV5
cluster_001_consensus	cds	3296755	3297519	+	FAFAHP_14250		Phospholipase accessory protein	RefSeq:WP_016904076.1, SO:0001217, UniParc:UPI0002D7DE66, UniRef:UniRef100_W4SH69, UniRef:UniRef50_D4T8H3, UniRef:UniRef90_D4T8H3
cluster_001_consensus	cds	3297556	3298722	+	FAFAHP_14255		DUF6696 domain-containing protein	RefSeq:WP_043087898.1, SO:0001217, UniParc:UPI0003E06829, UniRef:UniRef100_A0A5P3KT61, UniRef:UniRef50_A0A1C3TLJ4, UniRef:UniRef90_A0A0G8KQ42
cluster_001_consensus	cds	3298903	3300165	-	FAFAHP_14260	yjcL	putative membrane protein YjcL	COG:COG5505, COG:S, SO:0001217, UniParc:UPI0003E0670A, UniRef:UniRef100_W4SHS7, UniRef:UniRef50_B4SNY5, UniRef:UniRef90_V7ZA74
cluster_001_consensus	cds	3300380	3300595	-	FAFAHP_14265		DUF2188 domain-containing protein	RefSeq:WP_039813188.1, SO:0001217, UniParc:UPI0003A273B6, UniRef:UniRef100_W4SHC0, UniRef:UniRef50_F0BL69, UniRef:UniRef90_W4SHC0
cluster_001_consensus	cds	3300958	3301053	+	FAFAHP_14270	dedA	DedA family protein	SO:0001217, UniParc:UPI00036B65F2, UniRef:UniRef100_A0A7W9A8I9, UniRef:UniRef50_A0A0Q5JC99, UniRef:UniRef90_A0A7W9A8I9
cluster_001_consensus	cds	3301108	3301665	-	FAFAHP_14275		NTP-transf-3 domain-containing protein	EC:2.7.7.76, KEGG:K07141, SO:0001217, UniRef:UniRef50_A0A1Y6H564, UniRef:UniRef90_W4SH64
cluster_001_consensus	ncRNA	3302325	3302400	-	FAFAHP_14280	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
cluster_001_consensus	cds	3302456	3303460	-	FAFAHP_14285		Xanthine dehydrogenase	SO:0001217, UniRef:UniRef50_I8I5H7, UniRef:UniRef90_W4SIY3
cluster_001_consensus	cds	3303469	3305676	-	FAFAHP_14290	paoC	Aldehyde oxidoreductase molybdenum-binding subunit PaoC	RefSeq:WP_039513872.1, SO:0001217, UniParc:UPI0003E067A9, UniRef:UniRef100_W4SIF9, UniRef:UniRef50_P77489, UniRef:UniRef90_A0A6V7EHB0
cluster_001_consensus	cds	3305678	3306628	-	FAFAHP_14295	paoB	Aldehyde oxidoreductase FAD-binding subunit PaoB	RefSeq:WP_039513869.1, SO:0001217, UniParc:UPI0003E083DB, UniRef:UniRef100_W4SHR9, UniRef:UniRef50_A0A376MRK1, UniRef:UniRef90_A0A2S7CPT5
cluster_001_consensus	cds	3306625	3307275	-	FAFAHP_14300	paoA	aldehyde dehydrogenase iron-sulfur subunit	KEGG:K13483, RefSeq:WP_039513867.1, SO:0001217, UniParc:UPI0003E07F97, UniRef:UniRef100_W4SHB5, UniRef:UniRef50_A0A7X9ZGH9, UniRef:UniRef90_A0A0A3WKX1
cluster_001_consensus	cds	3307828	3308835	-	FAFAHP_14305		Enoyl reductase (ER) domain-containing protein	RefSeq:WP_039513863.1, SO:0001217, UniParc:UPI0003E05FD2, UniRef:UniRef100_W4SH51, UniRef:UniRef50_A0A198GPU2, UniRef:UniRef90_W4SH51
cluster_001_consensus	cds	3309129	3310613	+	FAFAHP_14310		GGDEF domain-containing protein	SO:0001217, UniParc:UPI00039C68E6, UniRef:UniRef100_A0A5P3KQ10, UniRef:UniRef50_W4SIW3, UniRef:UniRef90_W4SIW3
cluster_001_consensus	cds	3310912	3311436	-	FAFAHP_14315	ssb	Single-stranded DNA-binding protein	GO:0003697, GO:0006260, GO:0006281, GO:0006310, GO:0009295, GO:0051096, RefSeq:WP_016902371.1, SO:0001217, UniParc:UPI00030F2319, UniRef:UniRef100_A0A2S7AGB2, UniRef:UniRef50_Q8P778, UniRef:UniRef90_Q8P778
